5728,"(fresh fruits, meat counter)",(fresh vegetables),0.015014,0.444071,0.012317,0.820353,1.847349,1.0,0.005649,3.094573,0.465675,0.027568,0.676854,0.424044
5729,(fresh vegetables),"(fresh fruits, meat counter)",0.444071,0.015014,0.012317,0.027735,1.847349,1.0,0.005649,1.013085,0.825076,0.027568,0.012916,0.424044
5731,(meat counter),"(fresh vegetables, fresh fruits)",0.021480,0.317762,0.012317,0.573398,1.804490,1.0,0.005491,1.599238,0.455613,0.037674,0.374702,0.306079
5726,"(fresh vegetables, fresh fruits)",(meat counter),0.317762,0.021480,0.012317,0.038760,1.804490,1.0,0.005491,1.017977,0.653477,0.037674,0.017660,0.306079
5716,"(fresh fruits, latino foods)",(fresh vegetables),0.014595,0.444071,0.011559,0.791995,1.783489,1.0,0.005078,2.672676,0.445808,0.025854,0.625843,0.409013
5717,(fresh vegetables),"(fresh fruits, latino foods)",0.444071,0.014595,0.011559,0.026031,1.783489,1.0,0.005078,1.011741,0.790211,0.025854,0.011605,0.409013
297,(yogurt),(canned fruit applesauce),0.263488,0.024201,0.011219,0.042578,1.759374,1.0,0.004842,1.019195,0.586027,0.040579,0.018833,0.253076
296,(canned fruit applesauce),(yogurt),0.024201,0.263488,0.011219,0.463574,1.759374,1.0,0.004842,1.372999,0.442321,0.040579,0.271667,0.253076
5719,(latino foods),"(fresh vegetables, fresh fruits)",0.021134,0.317762,0.011559,0.546958,1.721285,1.0,0.004844,1.505907,0.428086,0.035314,0.335948,0.291668
5714,"(fresh vegetables, fresh fruits)",(latino foods),0.317762,0.021134,0.011559,0.036378,1.721285,1.0,0.004844,1.015819,0.614212,0.035314,0.015573,0.291668
1040,(fresh vegetables),(meat counter),0.444071,0.021480,0.016303,0.036713,1.709196,1.0,0.006765,1.015814,0.746371,0.036290,0.015568,0.397858
1041,(meat counter),(fresh vegetables),0.021480,0.444071,0.016303,0.759004,1.709196,1.0,0.006765,2.306796,0.424038,0.036290,0.566498,0.397858
5844,"(specialty cheeses, fresh fruits)",(fresh vegetables),0.016320,0.444071,0.011929,0.730917,1.645947,1.0,0.004681,2.066011,0.398958,0.026599,0.515976,0.378889
5849,(fresh vegetables),"(specialty cheeses, fresh fruits)",0.444071,0.016320,0.011929,0.026862,1.645947,1.0,0.004681,1.010833,0.705929,0.026599,0.010717,0.378889
1034,(fresh vegetables),(latino foods),0.444071,0.021134,0.015053,0.033899,1.603998,1.0,0.005668,1.013213,0.677348,0.033441,0.013040,0.373094
1035,(latino foods),(fresh vegetables),0.021134,0.444071,0.015053,0.712288,1.603998,1.0,0.005668,1.932244,0.384688,0.033441,0.482467,0.373094
5847,(specialty cheeses),"(fresh vegetables, fresh fruits)",0.024004,0.317762,0.011929,0.496935,1.563862,1.0,0.004301,1.356164,0.369425,0.036165,0.262626,0.267237
5846,"(fresh vegetables, fresh fruits)",(specialty cheeses),0.317762,0.024004,0.011929,0.037539,1.563862,1.0,0.004301,1.014063,0.528492,0.036165,0.013868,0.267237
2962,(fresh fruits),"(fresh vegetables, canned fruit applesauce)",0.557027,0.013103,0.010732,0.019267,1.470445,1.0,0.003434,1.006285,0.722242,0.019185,0.006246,0.419172
2959,"(fresh vegetables, canned fruit applesauce)",(fresh fruits),0.013103,0.557027,0.010732,0.819077,1.470445,1.0,0.003434,2.448414,0.324182,0.019185,0.591572,0.419172
1039,(marinades meat preparation),(fresh vegetables),0.018162,0.444071,0.011834,0.651584,1.467299,1.0,0.003769,1.595592,0.324367,0.026275,0.373273,0.339117
1038,(fresh vegetables),(marinades meat preparation),0.444071,0.018162,0.011834,0.026650,1.467299,1.0,0.003769,1.008720,0.572870,0.026275,0.008644,0.339117
1076,(specialty cheeses),(fresh vegetables),0.024004,0.444071,0.015382,0.640798,1.443009,1.0,0.004722,1.547678,0.314554,0.033979,0.353871,0.337718
1077,(fresh vegetables),(specialty cheeses),0.444071,0.024004,0.015382,0.034639,1.443009,1.0,0.004722,1.011016,0.552235,0.033979,0.010896,0.337718
1350,(packaged vegetables fruits),(meat counter),0.366808,0.021480,0.011163,0.030433,1.416820,1.0,0.003284,1.009234,0.464621,0.029601,0.009150,0.275067
1351,(meat counter),(packaged vegetables fruits),0.021480,0.366808,0.011163,0.519702,1.416820,1.0,0.003284,1.318330,0.300652,0.029601,0.241464,0.275067
1320,(packaged vegetables fruits),(latino foods),0.366808,0.021134,0.010891,0.029690,1.404859,1.0,0.003139,1.008818,0.455131,0.028884,0.008741,0.272502
1321,(latino foods),(packaged vegetables fruits),0.021134,0.366808,0.010891,0.515314,1.404859,1.0,0.003139,1.306396,0.294407,0.028884,0.234535,0.272502
2961,(fresh vegetables),"(fresh fruits, canned fruit applesauce)",0.444071,0.017255,0.010732,0.024167,1.400614,1.0,0.003070,1.007084,0.514503,0.023817,0.007034,0.323069
2960,"(fresh fruits, canned fruit applesauce)",(fresh vegetables),0.017255,0.444071,0.010732,0.621971,1.400614,1.0,0.003070,1.470602,0.291049,0.023817,0.320006,0.323069
2958,"(fresh vegetables, fresh fruits)",(canned fruit applesauce),0.317762,0.024201,0.010732,0.033774,1.395571,1.0,0.003042,1.009908,0.415467,0.032400,0.009810,0.238616
2963,(canned fruit applesauce),"(fresh vegetables, fresh fruits)",0.024201,0.317762,0.010732,0.443459,1.395571,1.0,0.003042,1.225855,0.290477,0.032400,0.184243,0.238616
5845,"(specialty cheeses, fresh vegetables)",(fresh fruits),0.015382,0.557027,0.011929,0.775495,1.392204,1.0,0.003360,1.973110,0.286115,0.021283,0.493186,0.398455
5848,(fresh fruits),"(specialty cheeses, fresh vegetables)",0.557027,0.015382,0.011929,0.021415,1.392204,1.0,0.003360,1.006165,0.635963,0.021283,0.006127,0.398455
1498,(specialty cheeses),(packaged vegetables fruits),0.024004,0.366808,0.012153,0.506265,1.380190,1.0,0.003348,1.282453,0.282237,0.032094,0.220244,0.269698
1499,(packaged vegetables fruits),(specialty cheeses),0.366808,0.024004,0.012153,0.033131,1.380190,1.0,0.003348,1.009439,0.435037,0.032094,0.009351,0.269698
5715,"(fresh vegetables, latino foods)",(fresh fruits),0.015053,0.557027,0.011559,0.767889,1.378550,1.0,0.003174,1.908456,0.278797,0.020623,0.476016,0.394321
5718,(fresh fruits),"(fresh vegetables, latino foods)",0.557027,0.015053,0.011559,0.020752,1.378550,1.0,0.003174,1.005819,0.619902,0.020623,0.005786,0.394321
5727,"(fresh vegetables, meat counter)",(fresh fruits),0.016303,0.557027,0.012317,0.755461,1.356239,1.0,0.003235,1.811466,0.267020,0.021954,0.447961,0.388786
5730,(fresh fruits),"(fresh vegetables, meat counter)",0.557027,0.016303,0.012317,0.022111,1.356239,1.0,0.003235,1.005939,0.592963,0.021954,0.005904,0.388786
